time,open,high,low,close
2016-12-06T13:00:00Z,54.60942272944204,54.60942272944204,53.5,54.1075
2016-12-06T16:00:00Z,54.35846136472102,54.35846136472102,53.73,53.9375
2016-12-06T19:00:00Z,54.14798068236051,54.14798068236051,53.63,53.8725
2016-12-06T22:00:00Z,54.01024034118026,54.01024034118026,53.88,53.92
2016-12-07T01:00:00Z,53.965120170590126,53.965120170590126,53.33,53.6875
2016-12-07T04:00:00Z,53.82631008529506,53.86,53.54,53.6975
2016-12-07T07:00:00Z,53.76190504264753,54.2,53.47,53.895
2016-12-07T10:00:00Z,53.82845252132377,54.19,53.54,53.8475
2016-12-07T13:00:00Z,53.83797626066188,53.83797626066188,53.01,53.3975
2016-12-07T16:00:00Z,53.61773813033094,53.65,53.07,53.355
2016-12-07T19:00:00Z,53.48636906516547,53.58,52.9,53.21
2016-12-07T22:00:00Z,53.348184532582735,53.348184532582735,52.97,52.9825
2016-12-08T01:00:00Z,53.16534226629137,53.17,52.96,53.0725
2016-12-08T04:00:00Z,53.11892113314568,53.11892113314568,52.8,52.912499999999994
2016-12-08T07:00:00Z,53.015710566572835,53.42,52.79,53.089999999999996
2016-12-08T10:00:00Z,53.05285528328642,53.74,53.05285528328642,53.415000000000006
2016-12-08T13:00:00Z,53.23392764164321,53.94,53.23392764164321,53.582499999999996
2016-12-08T16:00:00Z,53.4082138208216,53.89,52.88,53.55500000000001
2016-12-08T19:00:00Z,53.481606910410804,54.01,53.481606910410804,53.83
2016-12-08T22:00:00Z,53.6558034552054,53.99,53.6558034552054,53.935
2016-12-09T01:00:00Z,53.7954017276027,53.97,53.75,53.87
2016-12-09T04:00:00Z,53.83270086380135,54.12,53.76,53.92
2016-12-09T07:00:00Z,53.876350431900676,54.43,53.876350431900676,54.1275
2016-12-09T10:00:00Z,54.00192521595034,54.31,53.81,54.0625
2016-12-09T13:00:00Z,54.03221260797517,54.34,53.86,54.0625
2016-12-09T16:00:00Z,54.047356303987584,54.22,53.96,54.105
2016-12-09T19:00:00Z,54.07617815199379,54.35,54.07617815199379,54.22
2016-12-11T22:00:00Z,54.14808907599689,57.5,54.14808907599689,56.7475
2016-12-12T01:00:00Z,55.44779453799845,56.69,55.44779453799845,56.589999999999996
2016-12-12T04:00:00Z,56.018897268999226,56.81,56.018897268999226,56.652499999999996
2016-12-12T07:00:00Z,56.33569863449961,57.22,56.33569863449961,56.79750000000001
2016-12-12T10:00:00Z,56.56659931724981,56.73,56.35,56.574999999999996
2016-12-12T13:00:00Z,56.57079965862491,56.68,56.01,56.357499999999995
2016-12-12T16:00:00Z,56.46414982931245,56.46414982931245,55.55,56.012499999999996
2016-12-12T19:00:00Z,56.23832491465622,56.23832491465622,55.1,55.63250000000001
2016-12-12T22:00:00Z,55.93541245732811,55.93541245732811,55.4,55.4125
2016-12-13T01:00:00Z,55.67395622866405,55.91,55.53,55.712500000000006
2016-12-13T04:00:00Z,55.69322811433203,55.75,55.48,55.635
2016-12-13T07:00:00Z,55.66411405716602,56.07,55.4,55.7825
2016-12-13T10:00:00Z,55.72330702858301,56.41,55.72330702858301,56.14
2016-12-13T13:00:00Z,55.931653514291504,56.23,55.14,55.75999999999999
2016-12-13T16:00:00Z,55.845826757145744,55.96,55.41,55.614999999999995
2016-12-13T19:00:00Z,55.73041337857287,55.74,55.17,55.455000000000005
2016-12-13T22:00:00Z,55.59270668928644,55.59270668928644,55.17,55.237500000000004
2016-12-14T01:00:00Z,55.41510334464322,55.41510334464322,54.93,55.0925
2016-12-14T04:00:00Z,55.253801672321615,55.253801672321615,54.92,55.105000000000004
2016-12-14T07:00:00Z,55.17940083616081,55.35,54.98,55.1425
2016-12-14T10:00:00Z,55.160950418080404,55.25,54.81,55.012499999999996
2016-12-14T13:00:00Z,55.086725209040196,55.77,54.74,55.205
2016-12-14T16:00:00Z,55.1458626045201,55.51,54.52,55.015
2016-12-14T19:00:00Z,55.08043130226005,55.08043130226005,53.55,54.167500000000004
2016-12-14T22:00:00Z,54.62396565113003,54.62396565113003,53.66,53.695
2016-12-15T01:00:00Z,54.159482825565014,54.159482825565014,53.76,53.872499999999995
2016-12-15T04:00:00Z,54.015991412782505,54.03,53.85,53.9275
2016-12-15T07:00:00Z,53.97174570639125,54.46,53.8,54.152499999999996
2016-12-15T10:00:00Z,54.062122853195625,54.45,54.02,54.2625
